0.7212,0.4218,0.5876,0,140,160,255,negatively charged molecule;"N#C[Pt-2](C#N)(C#N)...;name unknown
0.7158,0.4208,0.5414,0,140,160,255,positively charged molecule;C25H21NO2P;(4-nitrophenyl)methyl-tri(phenyl)phosphanium
0.7301,0.4264,0.5498,0,140,160,255,positively charged molecule;C11H10N;name unknown
0.3001,0.6663,0.7948,0,140,160,255,uncharged molecule;C7H7BO4;4-Boronobenzoic acid
0.6991,0.3029,0.6187,0,140,160,255,positively charged molecule;C30H40Ag2N6;name unknown
0.7894,0.3625,0.4455,0,140,160,255,negatively charged molecule;C5HF6O2;1-1-1-5-5-5-hexafluoro-4-oxopent-2-en-2-olate
0.6281,0.4182,0.5157,0,140,160,255,positively charged molecule;C30H50B2N12Sm;name unknown
0.6805,0.4682,0.3964,0,140,160,255,negatively charged molecule;AuBr4;tetrabromogold
0.7179,0.4514,0.6132,0,140,160,255,positively charged molecule;C6H7BrN;(4-bromophenyl)azanium
0.7440,0.4753,0.5644,0,140,160,255,negatively charged molecule;C6Cl6O2Sb;name unknown
0.1927,0.7207,0.7523,0,140,160,255,uncharged molecule;C22H14N4O4;name unknown
0.2426,0.6746,0.8001,0,140,160,255,uncharged molecule;C5H6ClN3;4-chloro-6-methylpyrimidin-2-amine
0.6408,0.3425,0.5463,0,140,160,255,positively charged molecule;C14H26ClGeN2O2;name unknown
0.2451,0.6619,0.7659,0,140,160,255,uncharged molecule;C14H6O7;name unknown
0.6568,0.2486,0.6291,0,140,160,255,positively charged molecule;C12H19;name unknown
0.7029,0.5184,0.6800,0,140,160,255,negatively charged molecule;C4H4O5;2-hydroxybutanedioate
0.7079,0.4280,0.5710,0,140,160,255,positively charged molecule;C2H8N;dimethylazanium
0.6609,0.4969,0.6734,0,140,160,255,negatively charged molecule;C3H5O2;propanoate
0.1994,0.6478,0.8464,0,140,160,255,uncharged molecule;C15H14N6;N2-N6-di(phenyl)-1-3-5-triazine-2-4-6-triamine
0.6948,0.3321,0.6387,0,140,160,255,positively charged molecule;C34H52CuN4O4;name unknown
0.6001,0.4889,0.6541,0,140,160,255,positively charged molecule;H3O;oxygen(+1) monohydride cationoxidanium
0.5002,0.5272,0.5692,0,140,160,255,positively charged molecule;C20Fe2I2;name unknown
0.6388,0.4048,0.6387,0,140,160,255,positively charged molecule;"C[n+]1ccccc1c1nc(C#...;name unknown
0.6782,0.3740,0.6462,0,140,160,255,positively charged molecule;C8H10NO2;name unknown
0.6831,0.2795,0.5792,0,140,160,255,positively charged molecule;"N#C[N-]C#N[Cu+2]12(...;name unknown
0.7250,0.3896,0.4746,0,140,160,255,negatively charged molecule;C12H8F2NO4S2;name unknown
0.7417,0.4606,0.7389,0,140,160,255,positively charged molecule;C17H29N2;name unknown
0.6883,0.4603,0.6418,0,140,160,255,negatively charged molecule;C4H5O4;4-hydroxy-4-oxobutanoate
0.2033,0.7913,0.7449,0,140,160,255,uncharged molecule;C74H72S8;name unknown
0.2697,0.6455,0.8411,0,140,160,255,uncharged molecule;C12H26;Dodecane
0.7150,0.4650,0.4465,0,140,160,255,negatively charged molecule;Hg2I6;name unknown
0.2333,0.8512,0.7213,0,140,160,255,uncharged molecule;C44H38N4P2RuS2;name unknown
0.6520,0.4927,0.6703,0,140,160,255,negatively charged molecule;C6H2O4;name unknown
0.7189,0.4811,0.5001,0,140,160,255,negatively charged molecule;C24H11BF15;name unknown
0.3070,0.7003,0.7927,0,140,160,255,uncharged molecule;C6H16N2;HEXANE-1-6-DIAMINE
0.7084,0.4191,0.6655,0,140,160,255,positively charged molecule;C2H5N4;1H-1-2-4-triazol-4-ium-4-amine
0.8031,0.3928,0.1764,0,140,160,255,positively charged molecule;C6H16N;diethyl-dimethylazanium
0.6781,0.3534,0.6378,0,140,160,255,negatively charged molecule;ClO3;Chlorate
0.7106,0.5179,0.6369,0,140,160,255,negatively charged molecule;C11H10O6;name unknown
0.6757,0.4257,0.5299,0,140,160,255,negatively charged molecule;Cl6Cu2;name unknown
0.6775,0.5140,0.6497,0,140,160,255,negatively charged molecule;C12H23O2;Dodecanoate
0.7016,0.4157,0.6099,0,140,160,255,negatively charged molecule;C7H5O4;2-6-Dihydroxybenzoate
0.2633,0.8063,0.7959,0,140,160,255,uncharged molecule;"CC1(C)CC#CCNC(=O)C(...;name unknown
0.2972,0.7842,0.7557,0,140,160,255,uncharged molecule;C34H32N4O7Re2;name unknown
0.7320,0.3760,0.6724,0,140,160,255,positively charged molecule;C6H7N2O2;name unknown
0.7008,0.3013,0.6198,0,140,160,255,positively charged molecule;C30H36CuN6O6;name unknown
0.7134,0.3798,0.5410,0,140,160,255,negatively charged molecule;AuCl4;tetrachlorogold
0.2535,0.6657,0.8222,0,140,160,255,uncharged molecule;C6H7N3O;pyridine-4-carbohydrazide
0.6967,0.2742,0.5558,0,140,160,255,positively charged molecule;C28H24N4;4-pyridin-4-yl-1-[[4-[(4-pyridin-4-ylpyridin-1-ium-1-yl)methyl]phenyl]methyl]pyridin-1-ium
0.1136,0.7387,0.8388,0,140,160,255,uncharged molecule;C14H11NO3;name unknown
0.6974,0.2694,0.5648,0,140,160,255,positively charged molecule;C24H34FeN4O4;name unknown
0.7309,0.3454,0.3043,0,140,160,255,negatively charged molecule;I5;name unknown
0.7192,0.4388,0.7479,0,140,160,255,negatively charged molecule;C3H4NO3;name unknown
0.2577,0.6368,0.8066,0,140,160,255,uncharged molecule;C10H20O2;Decanoic acid
0.2742,0.8001,0.8316,0,140,160,255,uncharged molecule;C51H92N10O13;methylpentanoyl]amino]propanoylamino]pentanoyl]amino]propanoate
0.2575,0.7925,0.7762,0,140,160,255,uncharged molecule;"O=C(c1ccc(cc1)C#N)c...;name unknown
0.7196,0.4352,0.4180,0,140,160,255,negatively charged molecule;"N#CC1=C(S[Pt]2(S1)S...;name unknown
0.6972,0.2730,0.5974,0,140,160,255,positively charged molecule;"CC1=CC=C(C#N[Cu+](N...;name unknown
0.6656,0.2642,0.5074,0,140,160,255,positively charged molecule;"C(=C(c1ccccc1)c1ccc...;name unknown
0.3095,0.7270,0.7334,0,140,160,255,uncharged molecule;C3H12Cl2NPPt;name unknown
0.7096,0.3633,0.6170,0,140,160,255,positively charged molecule;C2H8AuN4S2;name unknown
0.6676,0.4371,0.5513,0,140,160,255,negatively charged molecule;C4F7O2;2-2-3-3-4-4-4-heptafluorobutanoate
0.2691,0.6862,0.7804,0,140,160,255,uncharged molecule;C7H6N2O3;4-Nitrobenzamide
0.6332,0.3537,0.5384,0,140,160,255,negatively charged molecule;Cl3Ge;name unknown
0.2467,0.6225,0.8035,0,140,160,255,uncharged molecule;C8H10N2O6;2-[5-(carboxymethyl)-3-6-dioxopiperazin-2-yl]acetic acid
0.6947,0.3811,0.6733,0,140,160,255,positively charged molecule;C14H14N3O4S2;name unknown
0.6892,0.2658,0.5966,0,140,160,255,positively charged molecule;C37H30NP2;name unknown
0.7138,0.4842,0.6390,0,140,160,255,positively charged molecule;C17H21N4S;name unknown
0.6708,0.4404,0.4415,0,140,160,255,negatively charged molecule;"O=C1[Rh]23456(C#O)C...;name unknown
0.7179,0.4351,0.5850,0,140,160,255,negatively charged molecule;Br4Hg;name unknown
0.1453,0.8514,0.6082,0,140,160,255,uncharged molecule;C21H12Cl3N3O3;2-4-6-tris(4-chlorophenoxy)-1-3-5-triazine
0.2481,0.6942,0.7849,0,140,160,255,uncharged molecule;C6H11NO;azepan-2-one
0.7197,0.4417,0.5295,0,140,160,255,negatively charged molecule;CoI4;name unknown
0.6690,0.4077,0.6187,0,140,160,255,positively charged molecule;C18H22NO;name unknown
0.6750,0.4571,0.4406,0,140,160,255,negatively charged molecule;C16H8Fe2S12;name unknown
0.7065,0.4353,0.6594,0,140,160,255,positively charged molecule;C6H9N2;6-methylpyridin-1-ium-2-amine
0.2388,0.6658,0.8388,0,140,160,255,uncharged molecule;C11H9N3O;N-pyridin-2-ylpyridine-3-carboxamide
0.2641,0.6872,0.8092,0,140,160,255,uncharged molecule;C12H14N4O2S;4-amino-N-(4-6-dimethylpyrimidin-2-yl)benzenesulfonamide
0.7334,0.3817,0.5998,0,140,160,255,positively charged molecule;C18H16AsO;name unknown
0.2314,0.6797,0.7672,0,140,160,255,uncharged molecule;C21H27CoN10;name unknown
0.3468,0.6423,0.6661,0,140,160,255,uncharged molecule;C6H4S4;2-(1-3-dithiol-2-ylidene)-1-3-dithiole
0.2517,0.5645,0.7388,0,140,160,255,uncharged molecule;C41H36N2O;name unknown
0.7021,0.4122,0.4301,0,140,160,255,negatively charged molecule;C3H9F2Si;difluoro-trimethylsilicon
0.6737,0.3469,0.5386,0,140,160,255,positively charged molecule;C11H12OS8;name unknown
0.1639,0.8027,0.8149,0,140,160,255,uncharged molecule;C12H13NO3;1-morpholin-4-yl-2-phenylethane-1-2-dione
0.2098,0.7399,0.7769,0,140,160,255,uncharged molecule;C44H28FeN4;name unknown
0.6371,0.4396,0.5924,0,140,160,255,negatively charged molecule;C12H8N2O8P;bis(4-nitrophenyl) phosphate
0.1869,0.7987,0.7816,0,140,160,255,uncharged molecule;C6H14O;3-3-Dimethylbutan-2-ol
0.7165,0.4337,0.5854,0,140,160,255,positively charged molecule;C13H10N;acridin-10-ium
0.7055,0.2761,0.4657,0,140,160,255,positively charged molecule;C5H12F3N2S;name unknown
0.6903,0.3934,0.6484,0,140,160,255,positively charged molecule;C3H10ClN2;name unknown
0.6873,0.2815,0.5722,0,140,160,255,positively charged molecule;C26H26AgN6O6;name unknown
0.6691,0.4529,0.5794,0,140,160,255,negatively charged molecule;Br3Sn;name unknown
0.6768,0.4172,0.6381,0,140,160,255,negatively charged molecule;C7H7O3S;4-Methylbenzenesulfonate
0.7162,0.4342,0.7061,0,140,160,255,positively charged molecule;C2H6N5;name unknown
0.6772,0.4833,0.5765,0,140,160,255,positively charged molecule;C7H9ClN;name unknown
0.2239,0.8773,0.6854,0,140,160,255,uncharged molecule;"C1CCSC#CC#CSCCCCCSC...;name unknown
0.6396,0.2778,0.4581,0,140,160,255,negatively charged molecule;AgI3;name unknown
0.6300,0.3790,0.4832,0,140,160,255,positively charged molecule;C26H42Fe;name unknown
0.6495,0.2687,0.4808,0,140,160,255,positively charged molecule;;name unknown
0.6851,0.4108,0.3900,0,140,160,255,negatively charged molecule;HP11;name unknown
0.1599,0.8905,0.8174,0,140,160,255,uncharged molecule;C10H20O;5-methyl-2-propan-2-ylcyclohexan-1-ol
0.7326,0.4021,0.4916,0,140,160,255,negatively charged molecule;BiI5;name unknown
0.7332,0.4413,0.5591,0,140,160,255,negatively charged molecule;Cl4Co;name unknown
0.6575,0.4524,0.6274,0,140,160,255,negatively charged molecule;C9H11O3S;2-4-6-trimethylbenzenesulfonate
0.6403,0.5194,0.6367,0,140,160,255,negatively charged molecule;"[H-]1[Fe]234(C#O)(C...;name unknown
0.7195,0.4518,0.6694,0,140,160,255,positively charged molecule;C18H28NO5;name unknown
0.6767,0.5596,0.3502,0,140,160,255,positively charged molecule;C9H17N2;2-3-4-6-7-8-9-10-octahydro-1H-pyrimido[1-2-a]azepin-5-ium
0.6158,0.3318,0.6228,0,140,160,255,positively charged molecule;C24H51O6Zr;name unknown
0.6551,0.4544,0.4441,0,140,160,255,negatively charged molecule;Cl4V;name unknown
0.7139,0.4423,0.6518,0,140,160,255,positively charged molecule;C13H14N;di(phenyl)methylazanium
0.6622,0.3994,0.6383,0,140,160,255,positively charged molecule;C10H22CoN6S2;name unknown
0.3364,0.7242,0.7072,0,140,160,255,uncharged molecule;CHBr3;Bromoform
0.7410,0.5146,0.5894,0,140,160,255,positively charged molecule;C6H11N2;name unknown
0.7069,0.4236,0.6646,0,140,160,255,positively charged molecule;C5H8N3;name unknown
0.6990,0.3018,0.6007,0,140,160,255,positively charged molecule;C20H20CuN5O3;name unknown
0.4852,0.5403,0.5816,0,140,160,255,uncharged molecule;C10H8S8;2-(5-6-dihydro-[1-3]dithiolo[4-5-b][1-4]dithiin-2-ylidene)-5-6-dihydro-[1-3]dithiolo[4-5-b][1-4]dithiine
0.2839,0.7265,0.6949,0,140,160,255,uncharged molecule;"Oc1c(C#N)c(C#N)c(O)...;name unknown
0.6385,0.5174,0.6388,0,140,160,255,negatively charged molecule;CH10B6N;name unknown
0.2175,0.6965,0.7777,0,140,160,255,uncharged molecule;C8H8O2;2-Methylbenzoic acid
0.7235,0.3031,0.6354,0,140,160,255,positively charged molecule;C6H24CdN36;name unknown
0.2033,0.8394,0.6906,0,140,160,255,uncharged molecule;C28H18;9-anthracen-9-ylanthracene
0.6850,0.4421,0.5976,0,140,160,255,negatively charged molecule;C8H5O4;2-carboxybenzoate
0.7491,0.4426,0.4324,0,140,160,255,positively charged molecule;C14H15ClFN2;name unknown
0.2764,0.8038,0.8470,0,140,160,255,uncharged molecule;C56H32F20N4O8;name unknown
0.6863,0.2844,0.5368,0,140,160,255,uncharged molecule;C11H8S4Se2;name unknown
0.2659,0.7163,0.7670,0,140,160,255,uncharged molecule;C7H4ClNO4;2-Chloro-4-nitrobenzoic acid
0.3020,0.7870,0.8153,0,140,160,255,uncharged molecule;C17H18N4O3;name unknown
0.2749,0.5857,0.8194,0,140,160,255,uncharged molecule;"OCC#CCO"...;name unknown
0.6389,0.5215,0.6581,0,140,160,255,negatively charged molecule;C7H2N5O10;name unknown
0.7267,0.3477,0.6249,0,140,160,255,positively charged molecule;C27H36ClCuN4;name unknown
0.6499,0.4193,0.5235,0,140,160,255,negatively charged molecule;"N#Cc1c(C#N)c(C#N)[c...;name unknown
0.2414,0.8723,0.7148,0,140,160,255,uncharged molecule;"CC12CO[P](OC1)(OC2)...;name unknown
0.6435,0.4452,0.6268,0,140,160,255,negatively charged molecule;C3H5OS2;ethoxymethanedithioate
0.2547,0.8249,0.7439,0,140,160,255,uncharged molecule;C2H4Br2;1-2-dibromoethyne1-2-Dibromoethane
0.7325,0.2959,0.3041,0,140,160,255,negatively charged molecule;C18H38Si4;name unknown
0.6645,0.4632,0.5021,0,140,160,255,positively charged molecule;C24H20P;tetra(phenyl)phosphanium
0.7292,0.3591,0.6651,0,140,160,255,positively charged molecule;"Nc1[nH+]cc(cc1)C#N"...;name unknown
0.6643,0.3897,0.6392,0,140,160,255,positively charged molecule;C6H17NP;amino-triethylphosphanium
0.7635,0.4862,0.5665,0,140,160,255,negatively charged molecule;C23H14O6;4-[(3-carboxylato-2-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylate
0.7162,0.3933,0.6576,0,140,160,255,positively charged molecule;C20H28NO3;name unknown
0.6847,0.4052,0.5965,0,140,160,255,positively charged molecule;C6H16N;di(propan-2-yl)azanium
0.7118,0.4783,0.5648,0,140,160,255,negatively charged molecule;C7H4NO2S2;name unknown
0.7119,0.4047,0.5677,0,140,160,255,positively charged molecule;C15H13N2;name unknown
0.2728,0.8284,0.7971,0,140,160,255,uncharged molecule;C27H21N3RhS3;name unknown
0.7278,0.4086,0.6387,0,140,160,255,positively charged molecule;C12H26CuN4;name unknown
0.6824,0.2878,0.5409,0,140,160,255,positively charged molecule;C18H30FeN8;name unknown
0.7097,0.4975,0.6549,0,140,160,255,positively charged molecule;C26H27F2N2;name unknown
0.2743,0.6723,0.6619,0,140,160,255,uncharged molecule;C18H12;Benzo[c]phenanthrene
0.2570,0.7856,0.8335,0,140,160,255,uncharged molecule;C34H28N6PdS4;name unknown
0.7013,0.4480,0.4419,0,140,160,255,negatively charged molecule;Br8Re2;name unknown
0.6832,0.3419,0.5659,0,140,160,255,positively charged molecule;C25H28F3N3P;name unknown
0.2467,0.7454,0.8003,0,140,160,255,uncharged molecule;H4N2;Hydrazine
0.7061,0.4751,0.6723,0,140,160,255,positively charged molecule;C3H6N3;2H-pyrazol-1-ium-3-amine
0.4020,0.5798,0.7035,0,140,160,255,uncharged molecule;C8H16;name unknown
0.2452,0.8836,0.7537,0,140,160,255,uncharged molecule;C20H26ClF3N5Pt;name unknown
0.6931,0.4854,0.5421,0,140,160,255,negatively charged molecule;C14H12ClO2SSn;name unknown
0.2489,0.6357,0.7938,0,140,160,255,uncharged molecule;C6H6O4;name unknown
0.6061,0.3803,0.5968,0,140,160,255,positively charged molecule;C26H54N9O3P3Sm;name unknown
0.6914,0.2623,0.4949,0,140,160,255,positively charged molecule;C52H44CuP4;name unknown
0.7049,0.4198,0.3974,0,140,160,255,positively charged molecule;C10H24N;butyl-triethylazanium
0.7353,0.4448,0.4420,0,140,160,255,positively charged molecule;C19H24N;1-1-bis(phenylmethyl)piperidin-1-ium
0.8230,0.3219,0.2664,0,140,160,255,positively charged molecule;C12H24LiO3;name unknown
0.6569,0.4069,0.5220,0,140,160,255,positively charged molecule;C24H32NaO8;name unknown
0.6536,0.5084,0.6142,0,140,160,255,negatively charged molecule;C2H2BrO2;2-bromoacetate
0.7367,0.4149,0.5639,0,140,160,255,positively charged molecule;C2H5N4S;name unknown
0.2270,0.7751,0.7640,0,140,160,255,uncharged molecule;C24H41NO4;4-(3-7-12-trihydroxy-10-13-dimethyl-2-3-4-5-6-7-8-9-11-12-14-15-16-17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamide
0.2438,0.8733,0.7176,0,140,160,255,uncharged molecule;C36H30S6;name unknown
0.6576,0.4689,0.4417,0,140,160,255,negatively charged molecule;C8H16Fe2S8;name unknown
0.6505,0.4544,0.7062,0,140,160,255,negatively charged molecule;C2H2N5O;name unknown
0.7207,0.3447,0.6413,0,140,160,255,positively charged molecule;C4H8NOS;name unknown
0.2559,0.7965,0.8149,0,140,160,255,uncharged molecule;C28H20O2;name unknown
0.6855,0.2809,0.5702,0,140,160,255,positively charged molecule;C22H25N2O;name unknown
0.7441,0.4674,0.5702,0,140,160,255,negatively charged molecule;Cl4Hg;tetrachloromercury
0.2674,0.7057,0.6605,0,140,160,255,uncharged molecule;C10H14;1-2-4-5-Tetramethylbenzene
0.6749,0.2309,0.5247,0,140,160,255,positively charged molecule;C20H20Cl2CrN4;name unknown
0.6984,0.3005,0.6183,0,140,160,255,positively charged molecule;"CC#N[Ni+2](N#CC)(N1...;name unknown
0.6140,0.3948,0.4582,0,140,160,255,positively charged molecule;C32H16AsN8;name unknown
0.2266,0.8794,0.6849,0,140,160,255,uncharged molecule;C60H96Cr2;name unknown
0.3050,0.6907,0.8431,0,140,160,255,uncharged molecule;C8H10O5;7-oxabicyclo[2.2.1]heptane-5-6-dicarboxylic acid
0.6775,0.2849,0.5885,0,140,160,255,positively charged molecule;C42H42AgNP3;name unknown
0.7354,0.4396,0.4400,0,140,160,255,positively charged molecule;C14H15BrClN2;name unknown
0.2916,0.8114,0.8396,0,140,160,255,uncharged molecule;C24H34N2O5Sn;name unknown
0.5952,0.4746,0.6423,0,140,160,255,positively charged molecule;C8H11N2S;[amino-(phenylmethylsulfanyl)methylidene]azanium
0.3340,0.7439,0.7975,0,140,160,255,uncharged molecule;C24H20N10Ni;name unknown
0.7362,0.5370,0.6303,0,140,160,255,negatively charged molecule;Cl3Cu;name unknown
0.7768,0.5668,0.7567,0,140,160,255,positively charged molecule;C10H16N;name unknown
0.6621,0.4620,0.5999,0,140,160,255,negatively charged molecule;C2H3O3;Methyl carbonate
0.2145,0.7498,0.7918,0,140,160,255,uncharged molecule;C8H11N;3-4-Dimethylaniline
0.2300,0.8150,0.7914,0,140,160,255,uncharged molecule;C16H10N2O2S4;name unknown
0.7183,0.4261,0.5786,0,140,160,255,positively charged molecule;C9H8N;quinolin-1-ium
0.6816,0.4039,0.6221,0,140,160,255,positively charged molecule;C6H10N3O2;2-azaniumyl-3-(3H-imidazol-1-ium-4-yl)propanoate
0.6619,0.2830,0.5488,0,140,160,255,positively charged molecule;C24H26FeN6O2;name unknown
0.2436,0.7803,0.8615,0,140,160,255,uncharged molecule;C12H9Cl2NO4S2;4-chloro-N-(4-chlorophenyl)sulfonylbenzenesulfonamide
0.6654,0.3435,0.6136,0,140,160,255,positively charged molecule;C29H31CoNO;name unknown
0.2314,0.7191,1.0000,0,140,160,255,uncharged molecule;C4H8Cl2;1-4-dichlorobuta-1-3-diyne1-4-Dichlorobutane
0.6701,0.4087,0.6254,0,140,160,255,positively charged molecule;C4H8NO4;name unknown
0.7736,0.4504,0.5716,0,140,160,255,positively charged molecule;C5H7BNO2;name unknown
0.2239,0.7308,0.8129,0,140,160,255,uncharged molecule;C8H11N;3-5-Dimethylaniline
0.7444,0.3850,0.6250,0,140,160,255,positively charged molecule;C3H4N5O2S;name unknown
0.9043,0.3726,0.2017,0,140,160,255,negatively charged molecule;;name unknown
0.6593,0.4128,0.4947,0,140,160,255,positively charged molecule;C19H15N4;2-3-5-tri(phenyl)tetrazol-2-ium
0.7264,0.3924,0.6161,0,140,160,255,positively charged molecule;C5H6N5;name unknown
0.6125,0.3782,0.5780,0,140,160,255,positively charged molecule;C11H19N2;(2-dimethylaminophenyl)-trimethylazanium
0.2508,0.6484,0.7868,0,140,160,255,uncharged molecule;C29H20O8;4-[tris(4-carboxyphenyl)methyl]benzoic acid
0.2898,0.6882,0.6644,0,140,160,255,uncharged molecule;C6F4O2;2-3-5-6-tetrafluorocyclohexa-2-5-diene-1-4-dione
0.6825,0.4357,0.6446,0,140,160,255,positively charged molecule;C21H24ClFNO2;name unknown
0.7047,0.4656,0.6060,0,140,160,255,positively charged molecule;C7H7N2;1H-benzimidazol-3-ium
0.7429,0.4933,0.6956,0,140,160,255,positively charged molecule;C9H14N;name unknown
0.6657,0.3455,0.5276,0,140,160,255,positively charged molecule;C18H26Fe;name unknown
0.7087,0.4549,0.5492,0,140,160,255,negatively charged molecule;Br4Co;name unknown
0.6901,0.4091,0.6772,0,140,160,255,positively charged molecule;C4H9N2O3;name unknown
0.7056,0.4576,0.6218,0,140,160,255,negatively charged molecule;C7H5O3;4-hydroxybenzoate
0.6636,0.4603,0.6753,0,140,160,255,negatively charged molecule;C10H7O3S;naphthalene-2-sulfonate
0.6310,0.2854,0.5555,0,140,160,255,positively charged molecule;C28H66NOP4W;name unknown
0.2457,0.7328,0.8215,0,140,160,255,uncharged molecule;C2H4N4;1-2-4-triazol-4-amine
0.7253,0.3624,0.6719,0,140,160,255,positively charged molecule;C12H12ClN2O;name unknown
0.2158,0.6402,0.8178,0,140,160,255,uncharged molecule;C11H16N2O;2-2-dimethyl-N-(6-methylpyridin-2-yl)propanamide
0.6593,0.3770,0.5636,0,140,160,255,positively charged molecule;"O#C[Co+]12([P](C[P]...;name unknown
0.7384,0.4515,0.4386,0,140,160,255,positively charged molecule;C14H15BrFN2;name unknown
0.6542,0.3255,0.5699,0,140,160,255,positively charged molecule;C52H44AuP4;name unknown
0.6926,0.4679,0.6367,0,140,160,255,positively charged molecule;C16H19FN3O3;name unknown
0.2792,0.7653,0.7532,0,140,160,255,uncharged molecule;C30H30O8;7-(8-formyl-1-6-7-trihydroxy-3-methyl-5-propan-2-ylnaphthalen-2-yl)-2-3-8-trihydroxy-6-methyl-4-propan-2-ylnaphthalene-1-carbaldehyde
0.2577,0.7410,0.7974,0,140,160,255,uncharged molecule;C6H7N;3-Methylpyridine
0.5972,0.4720,0.3440,0,140,160,255,negatively charged molecule;;name unknown
0.6402,0.3438,0.4775,0,140,160,255,positively charged molecule;C14H16S8;name unknown
